Frame #,CLAV,,,RSJC,,,LSJC,,,REJC,,,LEJC,,,RWJC,,,LWJC,,,RHJC,,,LHJC,,,RKJC,,,LKJC,,,RAJC,,,LAJC,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,0.216469,0.304531,1.299384,0.18649,0.146556,1.31448,0.246448,0.462506,1.284287,0.299824,-0.022446,1.095956,0.252878,0.61333,1.03956,,,,,,,0.013899,0.102346,0.812555,-0.023952,0.326166,0.792255,0.107231,0.051757,0.391645,-0.088724,0.360157,0.365403,0,0,0,-0.24247,0.382089,0.007415
2,0.224302,0.300847,1.297363,0.191881,0.142864,1.313701,0.256724,0.45883,1.281026,0.306278,-0.028522,1.097666,0.265628,0.605943,1.034801,,,,,,,0.024046,0.094535,0.809506,-0.016727,0.316962,0.789364,0.126117,0.048327,0.390598,-0.086032,0.356188,0.364132,0.022122,-0.005436,-0.001652,-0.242544,0.380652,0.007518
3,0.232447,0.296272,1.295333,0.197415,0.138308,1.31246,0.267478,0.454237,1.278207,0.313409,-0.035031,1.099068,0.279095,0.598439,1.031579,,,,,,,0.034898,0.088134,0.805111,-0.008656,0.308977,0.786513,0.143844,0.045851,0.388697,-0.082628,0.352995,0.363076,0.042726,-0.010847,-0.003686,-0.242183,0.379474,0.007693
4,0.240739,0.291,1.293712,0.203145,0.132924,1.311118,0.278333,0.449076,1.276307,0.321026,-0.041604,1.099986,0.29316,0.590664,1.029191,,,,,,,0.045937,0.08023,0.803151,0.000255,0.300888,0.784241,0.160443,0.04381,0.385749,-0.078524,0.350346,0.361806,0.061298,-0.015374,-0.006651,-0.241358,0.378802,0.008024
5,0.249015,0.285059,1.291557,0.209218,0.127155,1.308952,0.288812,0.442962,1.274163,0.329143,-0.049142,1.100496,0.307818,0.583291,1.02781,,,,,,,0.057726,0.074256,0.798997,0.009562,0.293642,0.781932,0.175763,0.042864,0.381579,-0.074205,0.348258,0.360257,0.077255,-0.018205,-0.010724,-0.240703,0.377745,0.008125
6,0.257648,0.278648,1.289162,0.215603,0.120892,1.305931,0.299694,0.436405,1.272392,0.337173,-0.056728,1.100037,0.322787,0.574801,1.027207,,,,,,,0.069168,0.067921,0.795376,0.019253,0.287054,0.778974,0.189304,0.042607,0.376313,-0.069407,0.346846,0.357953,0.090274,-0.019197,-0.015754,-0.239942,0.376965,0.007927
7,0.266287,0.272082,1.286343,0.222333,0.114346,1.30231,0.31024,0.429818,1.270375,0.34531,-0.064321,1.097978,0.338042,0.566524,1.026943,,,,,,,0.081305,0.063871,0.789837,0.029881,0.28253,0.774768,0.201344,0.04333,0.370501,-0.064322,0.345609,0.355576,0.096935,-0.019226,-0.020147,-0.239207,0.376201,0.007924
8,0.275197,0.265152,1.283493,0.229388,0.107537,1.298467,0.321007,0.422767,1.268519,0.353293,-0.071949,1.09517,0.353258,0.558375,1.026905,,,,,,,0.093568,0.058414,0.784704,0.040763,0.275882,0.772024,0.215602,0.043879,0.364924,-0.058283,0.344356,0.353114,0.099137,-0.019068,-0.022136,-0.238038,0.375706,0.008174
9,0.284224,0.258643,1.280482,0.236827,0.101058,1.294568,0.33162,0.416228,1.266396,0.360975,-0.079219,1.09179,0.368105,0.550783,1.026795,,,,,,,0.105915,0.053232,0.77948,0.052055,0.270194,0.768114,0.23289,0.044642,0.358455,-0.052407,0.34189,0.351169,0.102232,-0.019293,-0.023934,-0.236885,0.374314,0.008138
10,0.293458,0.252127,1.277931,0.244833,0.094995,1.291021,0.342083,0.409258,1.264842,0.368718,-0.086664,1.088601,0.382621,0.543752,1.027212,,,,,,,0.118626,0.04788,0.774915,0.064,0.264339,0.764522,0.248626,0.04446,0.352974,-0.046021,0.338477,0.348931,0.104573,-0.019251,-0.024905,-0.235059,0.370235,0.008524
