Frame #,CLAV,,,RSJC,,,LSJC,,,REJC,,,LEJC,,,RWJC,,,LWJC,,,RHJC,,,LHJC,,,RKJC,,,LKJC,,,RAJC,,,LAJC,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,0.015313,-0.062543,1.136844,0.012952,0.135481,1.133255,0.017674,-0.260567,1.140433,-0.091022,0.297864,0.963396,-0.064805,-0.429261,1.000825,-0.170279,0.263641,0.726322,,,,0.008918,0.006025,0.586971,-0.020746,-0.236059,0.594606,-0.050531,0.017589,0.24611,-0.08955,-0.269718,0.255114,0,0,0,-0.019454,-0.287279,0.009325
2,0.015958,-0.062514,1.137392,0.013572,0.135497,1.133767,0.018344,-0.260525,1.141017,-0.095926,0.295516,0.965185,-0.079397,-0.42145,1.000707,-0.169208,0.262412,0.725028,,,,0.008918,0.006025,0.586971,-0.020746,-0.236059,0.594606,-0.050531,0.017589,0.24611,-0.08955,-0.269718,0.255114,0,0,0,-0.019454,-0.287279,0.009325
3,0.015805,-0.062553,1.137244,0.013426,0.135459,1.133625,0.018184,-0.260564,1.140863,-0.094851,0.297744,0.965596,-0.075161,-0.423747,1.000752,-0.172909,0.272002,0.726189,,,,0.008918,0.006025,0.586971,-0.020746,-0.236059,0.594606,-0.050531,0.017589,0.24611,-0.08955,-0.269718,0.255114,0,0,0,-0.019454,-0.287279,0.009325
4,0.015899,-0.062552,1.137341,0.013514,0.135461,1.133715,0.018283,-0.260566,1.140966,-0.096402,0.299187,0.967238,-0.077642,-0.422411,1.000739,-0.177221,0.281726,0.727781,,,,0.008918,0.006025,0.586971,-0.020746,-0.236059,0.594606,-0.050531,0.017589,0.24611,-0.08955,-0.269718,0.255114,0,0,0,-0.019454,-0.287279,0.009325
5,0.015793,-0.062546,1.137265,0.013412,0.135466,1.133641,0.018174,-0.260558,1.140889,-0.096759,0.301992,0.968886,-0.075929,-0.423368,1.00076,-0.183773,0.295862,0.730975,,,,0.008918,0.006025,0.586971,-0.020746,-0.236059,0.594606,-0.050531,0.017589,0.24611,-0.08955,-0.269718,0.255114,0,0,0,-0.019454,-0.287279,0.009325
6,0.015826,-0.062522,1.137315,0.013449,0.135493,1.133685,0.018202,-0.260537,1.140946,-0.098301,0.304436,0.97117,-0.077342,-0.422619,1.000773,-0.19075,0.31037,0.735197,,,,0.008918,0.006025,0.586971,-0.020746,-0.236059,0.594606,-0.050531,0.017589,0.24611,-0.08955,-0.269718,0.255114,0,0,0,-0.019454,-0.287279,0.009325
7,0.015778,-0.062499,1.137286,0.013408,0.135512,1.133659,0.018149,-0.26051,1.140913,-0.099006,0.307456,0.973389,-0.076254,-0.423194,1.000786,-0.198482,0.326881,0.740872,,,,0.008918,0.006025,0.586971,-0.020746,-0.236059,0.594606,-0.050531,0.017589,0.24611,-0.08955,-0.269718,0.255114,0,0,0,-0.019454,-0.287279,0.009325
8,0.015853,-0.062487,1.137336,0.013489,0.135521,1.133701,0.018216,-0.260496,1.140971,-0.100395,0.310113,0.976018,-0.077144,-0.422657,1.000803,-0.205573,0.342271,0.747393,,,,0.008918,0.006025,0.586971,-0.020746,-0.236059,0.594606,-0.050531,0.017589,0.24611,-0.08955,-0.269718,0.255114,0,0,0,-0.019454,-0.287279,0.009325
9,0.015844,-0.062473,1.137318,0.013489,0.135547,1.133686,0.018198,-0.260492,1.14095,-0.101101,0.313129,0.978555,-0.076302,-0.423063,1.00081,-0.212028,0.357434,0.75454,,,,0.008918,0.006025,0.586971,-0.020746,-0.236059,0.594606,-0.050531,0.017589,0.24611,-0.08955,-0.269718,0.255114,0,0,0,-0.019454,-0.287279,0.009325
