Frame #,CLAV,,,RSJC,,,LSJC,,,REJC,,,LEJC,,,RWJC,,,LWJC,,,RHJC,,,LHJC,,,RKJC,,,LKJC,,,RAJC,,,LAJC,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,-0.218984,-0.324856,1.069136,-0.319562,-0.148613,1.067837,-0.118406,-0.501098,1.070436,-0.503236,-0.043629,0.902764,-0.098291,-0.644819,0.866128,-0.759538,-0.008671,0.758338,-0.286086,-0.693059,0.638097,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
2,-0.220256,-0.322852,1.069115,-0.319546,-0.145878,1.067874,-0.120966,-0.499826,1.070356,-0.502469,-0.042211,0.900471,-0.116844,-0.690844,0.866807,-0.76873,-0.004545,0.755591,-0.290398,-0.698051,0.637354,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
3,-0.219535,-0.324184,1.069031,-0.319486,-0.147756,1.067685,-0.119583,-0.500613,1.070377,-0.496033,-0.045258,0.894577,-0.10476,-0.660161,0.866188,-0.746786,-0.029696,0.730518,-0.287919,-0.693434,0.637657,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
4,-0.22022,-0.323126,1.068934,-0.31952,-0.146343,1.067561,-0.12092,-0.499908,1.070308,-0.49559,-0.045399,0.892961,-0.113695,-0.682187,0.866556,-0.746847,-0.032652,0.723246,-0.289965,-0.69608,0.637336,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
5,-0.219717,-0.324067,1.068879,-0.319577,-0.1476,1.067457,-0.119856,-0.500535,1.070301,-0.492785,-0.046587,0.891116,-0.106509,-0.665103,0.866002,-0.731238,-0.052483,0.707165,-0.287658,-0.693117,0.637117,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
6,-0.220069,-0.323337,1.068933,-0.319569,-0.146549,1.067616,-0.120569,-0.500125,1.070249,-0.492709,-0.046583,0.890759,-0.111773,-0.678379,0.866099,-0.730403,-0.058735,0.704054,-0.288379,-0.695428,0.636441,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
7,-0.219543,-0.323953,1.068877,-0.319366,-0.147384,1.067575,-0.11972,-0.500522,1.07018,-0.490295,-0.048587,0.888874,-0.106909,-0.667487,0.86573,-0.717741,-0.0792,0.693826,-0.286521,-0.693915,0.636232,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
8,-0.219578,-0.323286,1.068911,-0.318912,-0.146466,1.06772,-0.120244,-0.500107,1.070101,-0.490229,-0.049526,0.888487,-0.110695,-0.676423,0.865848,-0.715693,-0.091147,0.692766,-0.287032,-0.695904,0.635748,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
9,-0.219024,-0.32352,1.068947,-0.318671,-0.14676,1.067731,-0.119377,-0.50028,1.070162,-0.488092,-0.051622,0.887053,-0.107071,-0.668595,0.865658,-0.702504,-0.113194,0.684699,-0.285857,-0.694123,0.635846,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
10,-0.218987,-0.322875,1.069017,-0.318479,-0.145939,1.067808,-0.119494,-0.49981,1.070226,-0.487731,-0.052623,0.886664,-0.109583,-0.674994,0.865933,-0.695661,-0.127028,0.682535,-0.286695,-0.694939,0.63597,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
11,-0.218353,-0.323235,1.069041,-0.318222,-0.146516,1.067805,-0.118484,-0.499953,1.070278,-0.485427,-0.054687,0.885285,-0.106631,-0.669131,0.865774,-0.678303,-0.149279,0.674383,-0.28597,-0.693239,0.636398,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
12,-0.218165,-0.322828,1.069033,-0.317884,-0.146064,1.067838,-0.118446,-0.499591,1.070228,-0.484489,-0.056132,0.884684,-0.108414,-0.673911,0.865852,-0.666068,-0.165203,0.672096,-0.286356,-0.694003,0.636273,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
13,-0.21764,-0.323195,1.069045,-0.317645,-0.146599,1.067832,-0.117635,-0.49979,1.070259,-0.482482,-0.058697,0.883449,-0.10598,-0.669461,0.865658,-0.64705,-0.186746,0.666659,-0.285048,-0.692852,0.636261,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
14,-0.217441,-0.32303,1.069074,-0.317325,-0.146412,1.067873,-0.117557,-0.499649,1.070276,-0.481668,-0.060041,0.883227,-0.107228,-0.673264,0.865814,-0.635132,-0.200502,0.667493,-0.285037,-0.694025,0.636155,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
15,-0.216879,-0.323518,1.069103,-0.317002,-0.147095,1.067902,-0.116756,-0.499941,1.070304,-0.480076,-0.062093,0.882472,-0.105025,-0.669977,0.865663,-0.619442,-0.217811,0.666054,-0.283694,-0.693478,0.636157,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
16,-0.216725,-0.323397,1.069094,-0.316815,-0.14684,1.067965,-0.116635,-0.499953,1.070223,-0.479581,-0.062697,0.882608,-0.105938,-0.673065,0.865663,-0.610053,-0.228997,0.670338,-0.283322,-0.694634,0.635725,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
17,-0.216283,-0.323764,1.069026,-0.316526,-0.147361,1.067963,-0.11604,-0.500167,1.070088,-0.477882,-0.064225,0.882083,-0.104133,-0.670468,0.865383,-0.595563,-0.245151,0.672484,-0.281899,-0.693805,0.635177,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
18,-0.216145,-0.323725,1.069052,-0.316266,-0.147081,1.068053,-0.116024,-0.500369,1.070051,-0.476884,-0.065502,0.882189,-0.105027,-0.672978,0.865302,-0.585808,-0.256002,0.678527,-0.281322,-0.693865,0.634187,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
19,-0.215651,-0.32431,1.069019,-0.315797,-0.147779,1.068048,-0.115506,-0.500841,1.06999,-0.475452,-0.066703,0.881863,-0.103628,-0.670741,0.864936,-0.572305,-0.269366,0.681983,-0.27988,-0.692135,0.6335,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
20,-0.215507,-0.324375,1.068987,-0.315451,-0.147783,1.068066,-0.115563,-0.500967,1.069909,-0.474794,-0.067217,0.882014,-0.104488,-0.672763,0.864789,-0.563172,-0.277392,0.688601,-0.279436,-0.691622,0.632656,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
21,-0.21522,-0.324675,1.068963,-0.315286,-0.148104,1.068097,-0.115154,-0.501246,1.069828,-0.47338,-0.068571,0.881594,-0.103363,-0.671031,0.864538,-0.551929,-0.286727,0.690655,-0.278419,-0.68989,0.632099,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
22,-0.215026,-0.324722,1.069004,-0.314965,-0.148046,1.068197,-0.115087,-0.501398,1.069811,-0.472985,-0.068892,0.881753,-0.104028,-0.672826,0.864506,-0.548598,-0.28805,0.693094,-0.278486,-0.689891,0.631786,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
23,-0.214491,-0.325258,1.069065,-0.314573,-0.148552,1.068279,-0.114409,-0.501964,1.069851,-0.472288,-0.069077,0.881684,-0.102879,-0.671531,0.864369,-0.54744,-0.287883,0.689891,-0.27791,-0.689107,0.631875,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
24,-0.214102,-0.325358,1.069083,-0.31407,-0.148694,1.06835,-0.114133,-0.502021,1.069817,-0.472706,-0.06832,0.882003,-0.103271,-0.673111,0.864455,-0.55428,-0.279575,0.686455,-0.278147,-0.689954,0.632038,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
25,-0.213558,-0.32575,1.069115,-0.313624,-0.149129,1.068404,-0.113493,-0.50237,1.069826,-0.472429,-0.067416,0.882031,-0.102218,-0.672063,0.864375,-0.559217,-0.272507,0.679948,-0.277475,-0.690008,0.632141,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
26,-0.213393,-0.325522,1.069154,-0.313321,-0.148796,1.068503,-0.113465,-0.502248,1.069806,-0.47273,-0.06621,0.882442,-0.102724,-0.673395,0.864473,-0.568274,-0.261281,0.675839,-0.277632,-0.691118,0.632026,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
27,-0.212999,-0.325719,1.069166,-0.31294,-0.149033,1.068526,-0.113057,-0.502405,1.069805,-0.472699,-0.065092,0.882427,-0.102047,-0.672491,0.864446,-0.576044,-0.250846,0.669325,-0.277247,-0.690935,0.632225,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
28,-0.212806,-0.325583,1.069229,-0.312604,-0.148726,1.068611,-0.113007,-0.50244,1.069846,-0.473516,-0.063377,0.882944,-0.102593,-0.673554,0.864574,-0.589814,-0.233534,0.664257,-0.277664,-0.691478,0.632374,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
29,-0.212464,-0.325703,1.06922,-0.312413,-0.148939,1.068541,-0.112516,-0.502467,1.069898,-0.47432,-0.061277,0.883324,-0.101818,-0.672692,0.864589,-0.604379,-0.212414,0.656874,-0.277389,-0.69055,0.632745,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
30,-0.212312,-0.325565,1.069218,-0.312208,-0.148807,1.068559,-0.112415,-0.502324,1.069877,-0.476038,-0.057872,0.884487,-0.102042,-0.673516,0.864693,-0.623273,-0.183664,0.65346,-0.277617,-0.690516,0.632942,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
31,-0.212043,-0.325685,1.069231,-0.312056,-0.14905,1.068572,-0.11203,-0.502319,1.069889,-0.477281,-0.0549,0.885434,-0.101307,-0.672715,0.864646,-0.640083,-0.153491,0.650449,-0.277297,-0.689864,0.633024,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
32,-0.212074,-0.32538,1.06919,-0.31201,-0.148681,1.068569,-0.112137,-0.502079,1.069812,-0.47935,-0.050797,0.887297,-0.101663,-0.673414,0.86476,-0.658581,-0.11919,0.653496,-0.277487,-0.690493,0.633037,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
33,-0.212013,-0.325216,1.069261,-0.311862,-0.14847,1.068627,-0.112163,-0.501962,1.069895,-0.480967,-0.046565,0.889742,-0.101447,-0.672662,0.864807,-0.672912,-0.088528,0.658771,-0.277128,-0.690396,0.633038,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
34,-0.212337,-0.324616,1.069357,-0.311863,-0.147761,1.068706,-0.112812,-0.50147,1.070008,-0.483569,-0.042583,0.892647,-0.102432,-0.673175,0.865063,-0.688413,-0.057213,0.669399,-0.277912,-0.690958,0.633094,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
35,-0.21256,-0.324194,1.069385,-0.311805,-0.147318,1.06867,-0.113315,-0.50107,1.0701,-0.486153,-0.038443,0.896238,-0.102942,-0.672493,0.86528,-0.700576,-0.031021,0.681635,-0.278527,-0.690549,0.63337,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
36,-0.212856,-0.323438,1.069518,-0.311529,-0.146205,1.068711,-0.114184,-0.50067,1.070325,-0.489695,-0.033444,0.90122,-0.104489,-0.672726,0.865686,-0.714315,-0.00546,0.698483,-0.279899,-0.690472,0.633718,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
37,-0.213109,-0.322805,1.069722,-0.311368,-0.145352,1.068849,-0.114851,-0.500257,1.070594,-0.49354,-0.029221,0.907263,-0.105437,-0.672054,0.86606,-0.724953,0.015138,0.715857,-0.281198,-0.689396,0.634328,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
38,-0.213443,-0.322064,1.070015,-0.311172,-0.144123,1.069071,-0.115714,-0.500006,1.07096,-0.497526,-0.024603,0.914349,-0.107113,-0.672222,0.866603,-0.736527,0.035185,0.735961,-0.283089,-0.689124,0.634973,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
39,-0.213712,-0.3213,1.070271,-0.310943,-0.143161,1.069296,-0.11648,-0.499439,1.071245,-0.501215,-0.020424,0.920888,-0.108214,-0.671559,0.86701,-0.745133,0.050458,0.755163,-0.284364,-0.688234,0.635551,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
40,-0.214102,-0.320274,1.070515,-0.310698,-0.141775,1.069522,-0.117505,-0.498772,1.071509,-0.505105,-0.015934,0.927699,-0.109994,-0.67162,0.867556,-0.755145,0.06516,0.776406,-0.286188,-0.688414,0.636055,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
41,-0.214329,-0.31967,1.070783,-0.310442,-0.140949,1.069723,-0.118216,-0.49839,1.071843,-0.508772,-0.012051,0.934318,-0.11123,-0.671127,0.868045,-0.763156,0.076,0.797303,-0.287442,-0.688144,0.636767,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
42,-0.214729,-0.318784,1.071102,-0.310333,-0.139668,1.070025,-0.119125,-0.497901,1.07218,-0.512937,-0.007747,0.942802,-0.113025,-0.671236,0.86867,-0.773084,0.087644,0.821498,-0.289552,-0.688646,0.637478,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
43,-0.215116,-0.318371,1.071365,-0.310501,-0.139167,1.070263,-0.119731,-0.497576,1.072468,-0.517065,-0.003705,0.952943,-0.114108,-0.670956,0.86917,-0.781034,0.097404,0.847399,-0.290996,-0.688513,0.638391,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
44,-0.215615,-0.318094,1.07164,-0.310805,-0.138922,1.07056,-0.120426,-0.497266,1.07272,-0.522059,0.000504,0.965071,-0.115354,-0.67117,0.869696,-0.790344,0.109148,0.878083,-0.292538,-0.688785,0.639247,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
45,-0.216061,-0.318115,1.071928,-0.311384,-0.138949,1.070905,-0.120737,-0.49728,1.072951,-0.526872,0.004227,0.978957,-0.115767,-0.671049,0.869941,-0.796821,0.119291,0.910937,-0.293614,-0.688627,0.63993,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
46,-0.216681,-0.318176,1.072169,-0.312093,-0.139056,1.071223,-0.121268,-0.497295,1.073115,-0.531929,0.007738,0.9946,-0.116372,-0.671306,0.870105,-0.803747,0.13007,0.947884,-0.294216,-0.689094,0.640058,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
47,-0.217362,-0.318423,1.072408,-0.312955,-0.13939,1.071535,-0.121769,-0.497455,1.073281,-0.536165,0.010419,1.011211,-0.116482,-0.67129,0.870184,-0.807947,0.136529,0.984955,-0.294034,-0.689221,0.640007,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
48,-0.218226,-0.318468,1.072686,-0.313681,-0.139316,1.071922,-0.122772,-0.497621,1.073451,-0.54058,0.011699,1.028507,-0.117057,-0.671578,0.870353,-0.812677,0.141335,1.024339,-0.293569,-0.689966,0.639514,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
49,-0.219023,-0.318418,1.072938,-0.314043,-0.139076,1.072377,-0.124003,-0.49776,1.073498,-0.544313,0.011277,1.04562,-0.117557,-0.671749,0.870363,-0.814787,0.140743,1.062455,-0.293078,-0.690346,0.638719,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
50,-0.219998,-0.318229,1.073132,-0.314253,-0.138475,1.072795,-0.125742,-0.497984,1.073469,-0.5478,0.009926,1.06261,-0.119015,-0.671994,0.87022,-0.817746,0.137603,1.100482,-0.292932,-0.691091,0.637356,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
51,-0.220917,-0.318275,1.073391,-0.314409,-0.138125,1.073327,-0.127425,-0.498425,1.073455,-0.550057,0.007815,1.078389,-0.120645,-0.672105,0.869927,-0.818437,0.128881,1.135802,-0.293297,-0.691208,0.636226,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
52,-0.222021,-0.3182,1.073662,-0.314723,-0.137632,1.07392,-0.129319,-0.498769,1.073404,-0.551673,0.005468,1.093202,-0.122985,-0.672438,0.869706,-0.8192,0.119899,1.169622,-0.295184,-0.691399,0.635544,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
53,-0.222939,-0.318549,1.073932,-0.315033,-0.137621,1.074603,-0.130845,-0.499477,1.073261,-0.55261,0.002472,1.106154,-0.125226,-0.67272,0.869284,-0.816599,0.1095,1.199219,-0.297705,-0.690652,0.635302,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
54,-0.223898,-0.318893,1.074174,-0.31541,-0.137648,1.075312,-0.132386,-0.500138,1.073035,-0.553753,-0.001038,1.117266,-0.127717,-0.673152,0.868824,-0.81422,0.100674,1.226259,-0.301063,-0.689669,0.635339,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
55,-0.224648,-0.319596,1.07444,-0.315852,-0.138112,1.076095,-0.133445,-0.50108,1.072785,-0.55384,-0.004253,1.126224,-0.129596,-0.673398,0.868059,-0.810201,0.09015,1.247919,-0.30402,-0.687671,0.635333,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
56,-0.225347,-0.320229,1.074682,-0.31613,-0.138627,1.076922,-0.134564,-0.50183,1.072443,-0.554277,-0.007107,1.133248,-0.131267,-0.673544,0.86722,-0.8077,0.080099,1.266659,-0.306405,-0.685845,0.634745,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
57,-0.225863,-0.321096,1.074635,-0.316405,-0.139444,1.077252,-0.135321,-0.502749,1.072018,-0.5546,-0.010027,1.137622,-0.132363,-0.673726,0.866214,-0.803992,0.067042,1.281363,-0.307822,-0.683799,0.633932,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
58,-0.226378,-0.321711,1.074475,-0.316663,-0.139798,1.077333,-0.136093,-0.503625,1.071618,-0.555384,-0.012586,1.140119,-0.133525,-0.674003,0.86544,-0.801471,0.053909,1.294971,-0.308794,-0.682744,0.632863,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
59,-0.226931,-0.322417,1.074356,-0.31706,-0.140397,1.077254,-0.136803,-0.504436,1.071457,-0.556336,-0.014945,1.140074,-0.134232,-0.674549,0.865089,-0.79557,0.037923,1.307652,-0.308836,-0.681787,0.631992,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
60,-0.227744,-0.323091,1.074286,-0.317758,-0.141078,1.077114,-0.137731,-0.505105,1.071457,-0.557727,-0.016738,1.137761,-0.134923,-0.675172,0.865093,-0.786485,0.021303,1.32351,-0.308174,-0.681778,0.630932,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
61,-0.228587,-0.323822,1.074127,-0.318552,-0.141818,1.07691,-0.138621,-0.505826,1.071343,-0.558702,-0.019446,1.134592,-0.135156,-0.675911,0.864837,-0.768644,0.001493,1.342503,-0.306783,-0.681928,0.629593,-0.126339,-0.136885,0.556733,-0.00964,-0.350153,0.535733,-0.10414,-0.074223,0.216976,0.031395,-0.329354,0.190762,0,0,0,0.150719,-0.244736,-0.019561
