Frame #,CLAV,,,RSJC,,,LSJC,,,REJC,,,LEJC,,,RWJC,,,LWJC,,,RHJC,,,LHJC,,,RKJC,,,LKJC,,,RAJC,,,LAJC,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,,,,-9.953E-2,-0.185414,1.290387,,,,7.256E-3,4.489E-2,1.098544,,,,-0.246550,0.116741,0.797737,-0.531321,-0.360739,0.710760,-1.276E-2,-0.303368,0.792755,-0.108132,-0.413897,0.777649,-7.046E-2,-7.802E-2,0.409898,-0.217797,-0.435427,0.352840,0,0,0,-0.160897,-0.557408,-4.221E-2
2,,,,-8.735E-2,-0.172764,1.288725,,,,2.648E-2,5.436E-2,1.096392,,,,-0.231461,0.131836,0.799979,-0.533512,-0.316946,0.716077,-7.367E-3,-0.293773,0.790477,-0.107578,-0.400156,0.775329,-4.968E-2,-7.028E-2,0.404423,-0.213746,-0.431234,0.350775,2.743E-2,4.146E-3,-4.848E-3,-0.161013,-0.556152,-4.244E-2
3,,,,-7.423E-2,-0.157759,1.285937,,,,4.655E-2,6.477E-2,1.091964,,,,-0.215054,0.148946,0.800177,-0.531381,-0.283470,0.722381,-1.999E-3,-0.283043,0.787471,-0.106552,-0.385389,0.773003,-3.181E-2,-6.351E-2,0.398282,-0.210525,-0.411420,0.347438,4.424E-2,6.355E-3,-1.046E-2,-0.161727,-0.553968,-4.171E-2
4,,,,-5.804E-2,-0.144120,1.282515,,,,6.809E-2,7.532E-2,1.086171,,,,-0.194728,0.167625,0.797886,-0.525323,-0.236787,0.727863,4.046E-3,-0.272567,0.784561,-0.105297,-0.370428,0.771128,-1.772E-2,-5.417E-2,0.393931,-0.208860,-0.406218,0.347067,5.468E-2,1.206E-2,-1.532E-2,-0.161517,-0.551122,-4.085E-2
5,,,,-4.258E-2,-0.126814,1.279102,,,,9.112E-2,8.595E-2,1.080325,,,,-0.169746,0.186800,0.793129,-0.516340,-0.196630,0.732995,1.052E-2,-0.260644,0.781899,-0.102756,-0.354124,0.769693,-6.245E-3,-4.134E-2,0.391552,-0.206016,-0.381942,0.344938,6.124E-2,2.183E-2,-1.973E-2,-0.162069,-0.547112,-3.871E-2
6,,,,-2.621E-2,-0.107353,1.275833,,,,0.115644,9.689E-2,1.074577,,,,-0.139353,0.205875,0.785115,-0.502167,-0.145622,0.736326,1.699E-2,-0.247372,0.779382,-0.100058,-0.336586,0.768967,2.868E-3,-2.603E-2,0.390020,-0.206227,-0.378085,0.346314,6.480E-2,3.331E-2,-2.406E-2,-0.162575,-0.543651,-3.641E-2
7,,,,-9.926E-3,-8.781E-2,1.271854,,,,0.141554,0.108107,1.068477,,,,-0.105052,0.224680,0.774728,-0.483759,-0.104861,0.739176,2.151E-2,-0.229981,0.776611,-9.681E-2,-0.316902,0.768056,7.907E-3,-7.632E-3,0.389128,-0.207396,-0.351668,0.345333,6.563E-2,3.630E-2,-2.581E-2,-0.163871,-0.539718,-3.323E-2
8,,,,8.100E-3,-6.694E-2,1.269032,,,,0.168202,0.118767,1.062700,,,,-6.767E-2,0.243478,0.764074,-0.461608,-5.425E-2,0.740478,2.742E-2,-0.211891,0.774716,-9.292E-2,-0.296125,0.768019,1.413E-2,1.338E-2,0.390376,-0.210423,-0.350944,0.348939,6.589E-2,3.715E-2,-2.579E-2,-0.165762,-0.534876,-2.836E-2
9,,,,2.787E-2,-4.583E-2,1.267938,,,,0.194968,0.128270,1.058824,,,,-2.931E-2,0.260538,0.755122,-0.436369,-1.658E-2,0.741827,3.564E-2,-0.195342,0.774088,-8.780E-2,-0.274900,0.769308,2.309E-2,3.274E-2,0.391606,-0.210631,-0.308751,0.349651,6.681E-2,3.830E-2,-2.588E-2,-0.169785,-0.527439,-2.052E-2
