Frame #,CLAV,,,RSJC,,,LSJC,,,REJC,,,LEJC,,,RWJC,,,LWJC,,,RHJC,,,LHJC,,,RKJC,,,LKJC,,,RAJC,,,LAJC,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,0.015173,-0.062078,1.13815,0.012821,0.135963,1.134512,0.017524,-0.260119,1.141788,-0.091302,0.301801,0.965252,-0.071508,-0.426764,1.002934,-0.179074,0.295056,0.728166,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
2,0.015247,-0.062058,1.138208,0.012891,0.135999,1.134575,0.017603,-0.260114,1.14184,-0.099708,0.297859,0.967096,-0.080768,-0.421366,1.002229,-0.202435,0.282237,0.735917,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
3,0.0152,-0.062134,1.138186,0.012825,0.135909,1.134548,0.017574,-0.260176,1.141824,-0.106594,0.292055,0.96686,-0.077921,-0.423016,1.00236,-0.212415,0.269063,0.738159,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
4,0.015138,-0.062161,1.13818,0.012766,0.135883,1.134552,0.01751,-0.260206,1.141807,-0.115398,0.285496,0.967822,-0.079647,-0.422058,1.002196,-0.22912,0.251261,0.744019,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
5,0.01506,-0.062166,1.138152,0.012697,0.135872,1.134522,0.017423,-0.260203,1.141783,-0.123905,0.277603,0.968434,-0.078528,-0.422816,1.002328,-0.242145,0.231431,0.749494,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
6,0.015017,-0.062154,1.138144,0.01266,0.13588,1.134506,0.017375,-0.260188,1.141782,-0.133291,0.269115,0.970082,-0.079553,-0.422295,1.002282,-0.257783,0.208349,0.757916,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
7,0.015001,-0.062196,1.138142,0.012639,0.135841,1.134498,0.017363,-0.260232,1.141786,-0.142384,0.259713,0.972159,-0.078755,-0.422771,1.002322,-0.270445,0.184498,0.767381,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
8,0.015041,-0.062186,1.138149,0.01267,0.13585,1.134525,0.017411,-0.260222,1.141774,-0.151787,0.250437,0.975351,-0.07935,-0.422399,1.002257,-0.283972,0.159882,0.778838,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
9,0.015094,-0.062228,1.138174,0.012719,0.135809,1.134535,0.017468,-0.260264,1.141812,-0.160541,0.240554,0.978863,-0.078711,-0.422726,1.002309,-0.293812,0.137416,0.789668,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
10,0.01515,-0.062253,1.138207,0.012758,0.135772,1.134579,0.017542,-0.260277,1.141834,-0.168946,0.230389,0.982817,-0.079161,-0.422444,1.00229,-0.302596,0.117448,0.799678,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
11,0.015166,-0.062312,1.138218,0.012741,0.135713,1.134604,0.017592,-0.260336,1.141831,-0.175368,0.222449,0.986542,-0.078663,-0.422726,1.002284,-0.306608,0.101871,0.806903,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
12,0.015104,-0.062335,1.138249,0.012637,0.135701,1.134665,0.017572,-0.260371,1.141832,-0.179471,0.216599,0.989034,-0.079046,-0.422487,1.002208,-0.308416,0.089897,0.811681,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
13,0.015086,-0.062343,1.138231,0.012648,0.135677,1.134631,0.017525,-0.260364,1.141832,-0.180585,0.213648,0.98961,-0.07871,-0.422693,1.002223,-0.306488,0.082849,0.813186,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
14,0.015057,-0.06229,1.138236,0.012599,0.135747,1.134651,0.017515,-0.260327,1.141822,-0.180289,0.212628,0.988893,-0.079092,-0.422469,1.002217,-0.304402,0.080479,0.811969,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
15,0.015092,-0.06222,1.138207,0.012668,0.135799,1.134612,0.017516,-0.260239,1.141801,-0.179533,0.212982,0.988178,-0.07877,-0.422578,1.002229,-0.300974,0.083133,0.807831,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
16,0.015167,-0.062185,1.138217,0.012765,0.135855,1.134602,0.01757,-0.260225,1.141832,-0.178945,0.213976,0.987588,-0.079001,-0.42233,1.002194,-0.298644,0.089305,0.802336,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
17,0.015252,-0.062229,1.138227,0.01286,0.1358,1.134598,0.017644,-0.260257,1.141855,-0.177679,0.215835,0.986559,-0.078671,-0.422458,1.002193,-0.29678,0.098595,0.796037,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
18,0.015279,-0.062271,1.138224,0.012879,0.135761,1.134605,0.017678,-0.260303,1.141843,-0.175786,0.219014,0.985139,-0.078884,-0.422299,1.002121,-0.296197,0.110002,0.790412,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
19,0.015238,-0.062278,1.138205,0.012849,0.135742,1.134574,0.017627,-0.260298,1.141836,-0.172556,0.223857,0.982977,-0.07866,-0.422418,1.002077,-0.294743,0.124307,0.784119,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
20,0.015146,-0.062272,1.138189,0.012754,0.135759,1.134553,0.017538,-0.260303,1.141825,-0.168559,0.229991,0.980437,-0.078925,-0.422261,1.001995,-0.292947,0.14275,0.776742,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
21,0.015036,-0.062281,1.138159,0.01265,0.135735,1.134524,0.017423,-0.260297,1.141794,-0.163148,0.237352,0.977515,-0.078808,-0.422395,1.001973,-0.28856,0.166631,0.768324,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
22,0.014933,-0.062268,1.138138,0.012549,0.135762,1.134502,0.017317,-0.260299,1.141774,-0.156081,0.247209,0.974616,-0.079086,-0.422264,1.001899,-0.281826,0.195728,0.759912,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
23,0.014886,-0.062249,1.138107,0.0125,0.135761,1.134466,0.017271,-0.26026,1.141748,-0.146947,0.258185,0.9715,-0.07897,-0.42235,1.001898,-0.270346,0.229975,0.751213,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
24,0.014885,-0.062236,1.138122,0.012493,0.1358,1.134485,0.017278,-0.260272,1.14176,-0.135355,0.27092,0.968983,-0.079134,-0.422197,1.001845,-0.25417,0.267004,0.744205,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
25,0.014941,-0.062239,1.13813,0.012556,0.135786,1.134492,0.017327,-0.260265,1.141769,-0.12129,0.284816,0.967569,-0.078857,-0.422257,1.001803,-0.231463,0.305457,0.739334,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
26,0.014962,-0.062195,1.13818,0.012537,0.135843,1.134573,0.017387,-0.260234,1.141788,-0.104972,0.298252,0.966731,-0.078956,-0.422118,1.001768,-0.204006,0.343559,0.73685,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
27,0.015044,-0.062187,1.138172,0.012646,0.135848,1.134546,0.017442,-0.260223,1.141799,-0.08685,0.31074,0.966635,-0.078761,-0.42218,1.001794,-0.171269,0.379867,0.736919,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
28,0.015107,-0.062139,1.138173,0.012752,0.135887,1.134528,0.017462,-0.260164,1.141817,-0.067556,0.32253,0.968117,-0.078936,-0.422035,1.001822,-0.136391,0.411669,0.740083,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
29,0.015145,-0.062074,1.138198,0.012787,0.135964,1.134558,0.017504,-0.260112,1.141837,-0.048228,0.332696,0.970889,-0.078783,-0.422077,1.001876,-0.101068,0.439146,0.745941,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
30,0.015237,-0.062065,1.138239,0.012886,0.135974,1.134594,0.017589,-0.260104,1.141883,-0.030034,0.341208,0.974929,-0.07885,-0.421977,1.001898,-0.068111,0.463036,0.754939,,,,0.007985,0.0062,0.586982,-0.021756,-0.235874,0.594643,-0.050918,0.017677,0.246024,-0.090028,-0.269617,0.255052,0,0,0,-0.019545,-0.287271,0.00938
