Frame #,CLAV,,,RSJC,,,LSJC,,,REJC,,,LEJC,,,RWJC,,,LWJC,,,RHJC,,,LHJC,,,RKJC,,,LKJC,,,RAJC,,,LAJC,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1,-0.291399,-0.199562,1.329868,-0.30776,-0.028508,1.321554,-0.275039,-0.370617,1.338183,-0.440413,0.143143,1.122434,-0.417844,-0.53847,1.122416,,,,,,,,,,,,,-0.307748,-0.016934,0.386664,-0.464169,-0.30971,0.398809,0,0,0,-0.569629,-0.311155,-0.089884
2,-0.313383,-0.204623,1.332835,-0.329322,-0.035529,1.324493,-0.297443,-0.373718,1.341176,-0.463988,0.139254,1.127025,-0.439089,-0.548596,1.123652,,,,,,,,,,,,,-0.350162,-0.014747,0.397348,-0.494439,-0.309517,0.40548,-0.024501,0.004163,0.020632,-0.56904,-0.304236,-0.084583
3,-0.337602,-0.2139,1.337078,-0.353961,-0.042814,1.32957,-0.321243,-0.384986,1.344586,-0.487544,0.130377,1.132172,-0.462525,-0.553513,1.127075,,,,,,,,,,,,,-0.398549,-0.02466,0.403348,-0.52032,-0.317363,0.406879,-0.062947,0.005004,0.040571,-0.570382,-0.310209,-0.089711
4,-0.358729,-0.217479,1.343537,-0.374337,-0.048313,1.336018,-0.343121,-0.386644,1.351056,-0.508899,0.128556,1.14058,-0.484088,-0.56133,1.13211,,,,,,,,,,,,,-0.437666,-0.027485,0.416008,-0.538369,-0.317027,0.412837,-0.103431,0.004823,0.048853,-0.568789,-0.303871,-0.081413
5,-0.383288,-0.224848,1.349839,-0.398649,-0.053715,1.343256,-0.367926,-0.395981,1.356422,-0.532403,0.121925,1.147788,-0.508977,-0.565342,1.138512,,,,,,,,,,,,,-0.47012,-0.039596,0.420414,-0.550148,-0.323523,0.411047,-0.155543,-0.000297,0.040422,-0.570272,-0.310316,-0.087079
6,-0.405344,-0.226858,1.357005,-0.419108,-0.057465,1.35052,-0.391579,-0.396251,1.36349,-0.553701,0.122762,1.157811,-0.532382,-0.573253,1.145597,,,,,,,,,,,,,-0.495946,-0.041543,0.430081,-0.557073,-0.323138,0.414154,-0.213877,-0.009727,0.022755,-0.568526,-0.304707,-0.080264
7,-0.429934,-0.232798,1.362661,-0.442773,-0.061393,1.357385,-0.417095,-0.404203,1.367937,-0.576176,0.118584,1.166273,-0.558532,-0.57656,1.151868,,,,,,,,,,,,,-0.525278,-0.05214,0.431756,-0.560646,-0.329233,0.411255,-0.283612,-0.022457,0.002125,-0.569756,-0.311278,-0.086555
8,-0.451429,-0.234031,1.368185,-0.462461,-0.064243,1.36308,-0.440397,-0.403818,1.37329,-0.598078,0.118878,1.173516,-0.583127,-0.582083,1.157148,,,,,,,,,,,,,-0.550316,-0.05202,0.43965,-0.563996,-0.328226,0.414027,-0.357449,-0.035206,-0.018245,-0.567795,-0.30595,-0.080046
9,-0.47599,-0.239343,1.371487,-0.48563,-0.067923,1.367243,-0.466349,-0.410762,1.375732,-0.620101,0.114431,1.177933,-0.610302,-0.582955,1.161297,,,,,,,,,,,,,-0.577923,-0.060307,0.440248,-0.570681,-0.333714,0.411892,-0.440157,-0.047294,-0.033668,-0.569262,-0.312518,-0.085612
10,-0.497699,-0.23985,1.374263,-0.505075,-0.070272,1.369766,-0.490324,-0.409428,1.37876,-0.639742,0.115606,1.181652,-0.63576,-0.586412,1.164119,,,,,,,,,,,,,-0.604509,-0.058527,0.446626,-0.580895,-0.333661,0.414336,-0.520612,-0.055416,-0.043629,-0.566625,-0.309379,-0.079078
11,-0.521446,-0.24424,1.374983,-0.527781,-0.072759,1.370647,-0.515111,-0.41572,1.379318,-0.66044,0.111219,1.181179,-0.66362,-0.585183,1.165501,,,,,,,,,,,,,-0.637493,-0.066054,0.447004,-0.590921,-0.339946,0.41095,-0.602851,-0.060244,-0.046238,-0.56569,-0.319829,-0.085275
12,-0.542904,-0.243308,1.375157,-0.546734,-0.073311,1.370066,-0.539075,-0.413305,1.380248,-0.678613,0.112877,1.180272,-0.689593,-0.586901,1.165796,,,,,,,,,,,,,-0.671952,-0.064853,0.454372,-0.602232,-0.340203,0.412376,-0.677681,-0.060589,-0.044151,-0.561785,-0.319733,-0.07955
13,-0.567116,-0.245595,1.373142,-0.569016,-0.074046,1.368226,-0.565217,-0.417143,1.378057,-0.698024,0.109299,1.175923,-0.717667,-0.584203,1.164966,,,,,,,,,,,,,-0.70812,-0.07185,0.454191,-0.616402,-0.346303,0.407329,-0.752675,-0.061401,-0.038742,-0.56189,-0.329591,-0.085846
14,-0.588601,-0.243369,1.371229,-0.587751,-0.073379,1.365545,-0.58945,-0.413358,1.376914,-0.715648,0.111459,1.172354,-0.743875,-0.584083,1.163069,,,,,,,,,,,,,-0.738868,-0.070441,0.458096,-0.632463,-0.345731,0.407424,-0.820925,-0.062828,-0.033408,-0.559957,-0.326732,-0.079721
15,-0.613172,-0.244664,1.368391,-0.610275,-0.073186,1.362528,-0.616068,-0.416143,1.374255,-0.734636,0.10866,1.166665,-0.771943,-0.579647,1.160713,,,,,,,,,,,,,-0.766284,-0.077698,0.453057,-0.651762,-0.351542,0.402612,-0.887906,-0.066226,-0.026932,-0.562668,-0.332772,-0.084346
16,-0.635279,-0.2414,1.366286,-0.629849,-0.071457,1.359211,-0.640708,-0.411343,1.373361,-0.752218,0.11237,1.162448,-0.797965,-0.578248,1.158695,,,,,,,,,,,,,-0.792312,-0.077773,0.453932,-0.673629,-0.35258,0.402838,-0.94256,-0.069983,-0.020807,-0.563292,-0.326911,-0.075803
17,-0.660429,-0.241533,1.363245,-0.653112,-0.07022,1.355454,-0.667746,-0.412847,1.371037,-0.77191,0.11143,1.15634,-0.826421,-0.573141,1.157147,,,,,,,,,,,,,-0.82223,-0.086409,0.448742,-0.696205,-0.359824,0.398566,-0.988451,-0.075971,-0.017388,-0.567196,-0.333118,-0.078016
18,-0.682874,-0.237196,1.360283,-0.672981,-0.067443,1.350956,-0.692766,-0.406949,1.36961,-0.790868,0.116672,1.151789,-0.853231,-0.570587,1.155529,,,,,,,,,,,,,-0.850155,-0.086827,0.449303,-0.717648,-0.361935,0.398204,-1.02047,-0.082557,-0.018681,-0.568058,-0.32969,-0.069028
19,-0.707818,-0.235999,1.355845,-0.696213,-0.065041,1.345612,-0.719423,-0.406958,1.366078,-0.813279,0.11707,1.145112,-0.881995,-0.564515,1.154075,,,,,,,,,,,,,-0.878188,-0.096129,0.442084,-0.737851,-0.368612,0.392637,-1.049127,-0.09024,-0.022585,-0.571563,-0.336545,-0.071391
20,-0.730064,-0.230587,1.352227,-0.716336,-0.061214,1.340221,-0.743792,-0.39996,1.364233,-0.835883,0.122122,1.140112,-0.908503,-0.561199,1.153007,,,,,,,,,,,,,-0.901809,-0.097503,0.439837,-0.756743,-0.368711,0.391275,-1.07083,-0.098284,-0.028473,-0.572447,-0.332084,-0.062806
21,-0.75482,-0.228566,1.347919,-0.740247,-0.057886,1.334872,-0.769393,-0.399245,1.360966,-0.86311,0.120718,1.13401,-0.936556,-0.554258,1.152644,,,,,,,,,,,,,-0.925184,-0.10593,0.430771,-0.775176,-0.372804,0.385384,-1.092091,-0.106506,-0.03519,-0.576337,-0.337374,-0.065066
